"","car","price"
"2760","Nissan X-Trail, T32",1529000
"2761","Land Rover Range Rover Evoque, 1 поколение [рестайлинг]",2360413
"2762","Skoda Kodiaq, 1 поколение",2763800
"2763","Toyota RAV4, 4 поколение [рестайлинг]",2129365
"2764","Mitsubishi Pajero, 4 поколение [2-й рестайлинг]",3020990
"2765","ВАЗ (Lada) Vesta, 1 поколение",620900
"2766","Mitsubishi Pajero Sport, 3 поколение",2720990
"2767","ВАЗ (Lada) Granta, 1 поколение",420400
"2768","Toyota Camry, XV50 [рестайлинг]",1749923
"2769","ВАЗ (Lada) XRAY, 1 поколение",665900
"2770","Toyota Camry, XV50 [рестайлинг]",1806896
"2771","Renault Sandero, 2 поколение",712980
"2772","ВАЗ (Lada) Vesta, 1 поколение",698900
"2773","ВАЗ (Lada) Kalina, 2 поколение",527700
"2774","ВАЗ (Lada) XRAY, 1 поколение",615900
"2775","Volkswagen Tiguan, 2 поколение",1822800
"2776","Toyota Fortuner, 2 поколение",2853000
"2777","Toyota Fortuner, 2 поколение",2853000
"2778","Mercedes-Benz C-Класс 200, W205/S205/C205",2320000
"2779","ВАЗ (Lada) XRAY, 1 поколение",659900
"2780","Volkswagen Tiguan, 2 поколение",2026900
"2781","Toyota Hilux Double Cab, 8 поколение",2596551
"2782","Volkswagen Tiguan, 2 поколение",2148200
"2783","Nissan Almera, G11",701000
"2784","Renault Sandero Stepway, 2 поколение",749990
"2785","Kia Rio, 4 поколение",744900
"2786","Toyota Fortuner, 2 поколение",2638000
"2787","ВАЗ (Lada) XRAY, 1 поколение",705900
"2788","ВАЗ (Lada) XRAY, 1 поколение",705900
"2789","Renault Sandero Stepway, 2 поколение",749990
"2790","Kia Rio, 4 поколение",744900
"2791","Renault Sandero, 2 поколение",697990
"2792","ВАЗ (Lada) Granta, 1 поколение",420400
"2793","Renault Sandero Stepway, 2 поколение",741990
"2794","Renault Sandero Stepway, 2 поколение",749990
"2795","Kia Rio, 4 поколение",719900
"2796","ВАЗ (Lada) Granta, 1 поколение",381600
"2797","Skoda Superb, 3 поколение",2620000
"2798","Skoda Octavia, 3 поколение [рестайлинг]",1973900
"2799","Hyundai Solaris, 2 поколение",739900
"2800","Renault Sandero Stepway, 2 поколение",749990
"2801","ВАЗ (Lada) Granta, 1 поколение",453900
"2802","Mercedes-Benz C-Класс 180, W205/S205/C205",2192951
"2803","ВАЗ (Lada) Vesta, 1 поколение",635900
"2804","Mercedes-Benz C-Класс 200, W205/S205/C205",2422165
"2805","Kia Rio, 4 поколение",684900
"2806","Skoda Kodiaq, 1 поколение",2103700
"2807","ВАЗ (Lada) Granta, 1 поколение",543900
"2808","Mazda 6, 3 поколение [рестайлинг]",1403000
"2809","Volkswagen Polo, 5 поколение [рестайлинг]",713500
"2810","Volkswagen Polo, 5 поколение [рестайлинг]",732880
"2811","Mercedes-Benz GLC-Класс 250, X253/C253",3290000
"2812","ВАЗ (Lada) Vesta, 1 поколение",539900
"2813","ВАЗ (Lada) Granta, 1 поколение",414400
"2814","Mercedes-Benz GLC-Класс 300, X253/C253",3147997
"2815","ВАЗ (Lada) Granta, 1 поколение",443400
"2816","ВАЗ (Lada) Granta, 1 поколение",477200
"2817","ВАЗ (Lada) Largus, 1 поколение",540900
"2818","Toyota Hilux Double Cab, 8 поколение",2664605
"2819","ВАЗ (Lada) Largus, 1 поколение",545900
"2820","Volkswagen Tiguan, 2 поколение",2570000
"2821","Kia Rio, 4 поколение",809900
"2822","ВАЗ (Lada) Kalina, 2 поколение",485800
"2823","Kia Rio, 4 поколение",824900
"2824","Volkswagen Caravelle, T6",2650000
"2825","Hyundai Solaris, 2 поколение",804900
"2826","Kia Rio, 4 поколение",809900
"2827","ВАЗ (Lada) XRAY, 1 поколение",694900
"2828","Renault Sandero Stepway, 2 поколение",779990
"2829","Kia Rio, 4 поколение",809900
"2830","Renault Duster, 1 поколение [рестайлинг]",779990
"2831","Renault Sandero Stepway, 2 поколение",781990
"2832","ВАЗ (Lada) Largus, 1 поколение",540900
"2833","ВАЗ (Lada) Granta, 1 поколение",414400
"2834","Renault Sandero Stepway, 2 поколение",779990
"2835","Land Rover Discovery, 5 поколение",4336233
"2836","BMW X3 20, F25 [рестайлинг]",3560720
"2837","ВАЗ (Lada) Vesta, 1 поколение",708900
"2838","Renault Sandero Stepway, 2 поколение",779990
"2839","Toyota Fortuner, 2 поколение",2625000
"2840","Kia Rio, 4 поколение",849900
"2841","Hyundai Solaris, 2 поколение",804900
"2842","Kia Rio, 4 поколение",809900
"2843","Hyundai Solaris, 2 поколение",805514
"2844","Kia Rio, 4 поколение",769900
"2845","Hyundai Solaris, 2 поколение",804900
"2846","Mercedes-Benz C-Класс 200, W205/S205/C205",2500000
"2847","Hyundai Solaris, 2 поколение",784899
"2848","ВАЗ (Lada) Granta, 1 поколение",477200
"2849","Hyundai Solaris, 2 поколение",764900
"2850","ВАЗ (Lada) Vesta, 1 поколение",644900
"2851","Land Rover Range Rover Velar, 1 поколение",4580564
"2852","Hyundai Solaris, 2 поколение",809475
"2853","Hyundai Solaris, 2 поколение",846202
"2854","Hyundai Solaris, 2 поколение",806972
"2855","Kia Rio, 4 поколение",810734
"2856","Kia Rio, 4 поколение",804900
"2857","Kia Picanto, 3 поколение",809900
"2858","Kia Rio, 4 поколение",819900
"2859","Hyundai Solaris, 2 поколение",847272
"2860","Kia Rio, 4 поколение",819900
"2861","Toyota Hilux Double Cab, 8 поколение",2603000
"2862","Renault Sandero Stepway, 2 поколение",781990
"2863","Nissan Terrano, 5 поколение",1009000
"2864","Hyundai Solaris, 2 поколение",845552
"2865","Kia Rio, 4 поколение",844900
"2866","Volkswagen Caravelle, T6",2750000
"2867","ВАЗ (Lada) XRAY, 1 поколение",659900
"2868","Kia Rio, 4 поколение",819900
"2869","Mercedes-Benz GLC-Класс 250, X253/C253",2991054
"2870","Hyundai Solaris, 2 поколение",844900
"2871","Mercedes-Benz GLA-Класс",2319448
"2872","Toyota Fortuner, 2 поколение",2638000
"2873","Toyota Hilux Double Cab, 8 поколение",2596551
"2874","Land Rover Range Rover Velar, 1 поколение",6240435
"2875","Land Rover Range Rover Velar, 1 поколение",4830375
"2876","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3364234
"2877","Toyota Fortuner, 2 поколение",2853000
"2878","Jeep Grand Cherokee, WK2 [рестайлинг]",3440000
"2879","Renault Sandero Stepway, 2 поколение",781990
"2880","ВАЗ (Lada) XRAY, 1 поколение",694900
"2881","Kia Picanto, 3 поколение",764900
"2882","Toyota Fortuner, 2 поколение",2759503
"2883","Jeep Grand Cherokee, WK2 [рестайлинг]",3440000
"2884","Jeep Grand Cherokee, WK2 [рестайлинг]",3510000
"2885","Land Rover Range Rover Velar, 1 поколение",3550000
"2886","Toyota Fortuner, 2 поколение",2853000
"2887","Land Rover Range Rover Sport, 2 поколение",6650000
"2888","Land Rover Range Rover Velar, 1 поколение",3550000
"2889","Land Rover Range Rover Velar, 1 поколение",4296729
"2890","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3276000
"2891","Kia Rio, 4 поколение",819900
"2892","Toyota Hilux Double Cab, 8 поколение",2685570
"2893","Nissan Qashqai, 2 поколение",1466000
"2894","Toyota Fortuner, 2 поколение",2866000
"2895","Jaguar F-Pace, 1 поколение",3662604
"2896","Toyota Fortuner, 2 поколение",2625000
"2897","Kia Rio, 4 поколение",744900
"2898","ВАЗ (Lada) XRAY, 1 поколение",659900
"2899","Jaguar F-Pace, 1 поколение",3182487
"2900","Kia Rio, 4 поколение",809900
"2901","Kia Rio, 4 поколение",834900
"2902","ВАЗ (Lada) Granta, 1 поколение",414400
"2903","ВАЗ (Lada) XRAY, 1 поколение",780900
"2904","Toyota Fortuner, 2 поколение",2853000
"2905","Kia Rio, 4 поколение",769900
"2906","Jeep Grand Cherokee SRT, WK2 [рестайлинг]",5150000
"2907","Kia Rio, 4 поколение",794900
"2908","Datsun mi-Do, 1 поколение",520000
"2909","Mercedes-Benz GLC-Класс 220, X253/C253",2950901
"2910","Kia Rio, 4 поколение",809900
"2911","BMW X4 20, F26",3653631
"2912","Kia Rio, 4 поколение",942639
"2913","Renault Kaptur, 1 поколение",944990
"2914","ВАЗ (Lada) Vesta, 1 поколение",644900
"2915","Renault Kaptur, 1 поколение",944990
"2916","Renault Kaptur, 1 поколение",929990
"2917","Kia Rio, 4 поколение",834900
"2918","Toyota Fortuner, 2 поколение",2947228
"2919","Kia Rio, 4 поколение",834900
"2920","Kia Rio, 4 поколение",874900
"2921","Renault Kaptur, 1 поколение",944990
"2922","Land Rover Discovery, 5 поколение",4170000
"2923","Renault Duster, 1 поколение [рестайлинг]",967990
"2924","Renault Kaptur, 1 поколение",944990
"2925","Renault Duster, 1 поколение [рестайлинг]",967990
"2926","Kia Cee'd, 2 поколение [рестайлинг]",969900
"2927","Kia Picanto, 3 поколение",864900
"2928","Toyota Fortuner, 2 поколение",2918253
"2929","Renault Duster, 1 поколение [рестайлинг]",917990
"2930","УАЗ Patriot, 2 поколение [рестайлинг]",919000
"2931","Hyundai Solaris, 2 поколение",885514
"2932","Renault Duster, 1 поколение [рестайлинг]",967990
"2933","Kia Rio, 4 поколение",944104
"2934","Renault Duster, 1 поколение [рестайлинг]",967990
"2935","Jaguar F-Pace, 1 поколение",3033889
"2936","Kia Cee'd, 2 поколение [рестайлинг]",969900
"2937","Jaguar F-Pace, 1 поколение",3215802
"2938","Mazda 6, 3 поколение [рестайлинг]",1768600
"2939","Renault Kaptur, 1 поколение",944990
"2940","Mercedes-Benz GLC-Класс 250, X253/C253",3064311
"2941","Renault Duster, 1 поколение [рестайлинг]",967990
"2942","ВАЗ (Lada) XRAY, 1 поколение",659900
"2943","Hyundai Solaris, 2 поколение",931494
"2944","Land Rover Discovery, 5 поколение",4290000
"2945","Volkswagen Tiguan, 2 поколение",2578920
"2946","Nissan Juke, YF15 [рестайлинг]",1165000
"2947","Renault Sandero Stepway, 2 поколение",765990
"2948","Renault Sandero Stepway, 2 поколение",765990
"2949","BMW X6 40, F16",5713089
"2950","Renault Sandero Stepway, 2 поколение",725990
"2951","Hyundai Solaris, 2 поколение",799900
"2952","Hyundai Solaris, 2 поколение",844900
"2953","Hyundai Solaris, 2 поколение",844900
"2954","Kia Rio, 4 поколение",894900
"2955","Mercedes-Benz GLC-Класс 300, X253/C253",3047299
"2956","Hyundai Solaris, 2 поколение",7e+05
"2957","Renault Sandero Stepway, 2 поколение",725990
"2958","Volkswagen Caravelle, T6",2781400
"2959","Mercedes-Benz GLC-Класс 220, X253/C253",3013572
"2960","Volkswagen Caravelle, T6",2850000
"2961","Mitsubishi L200, 5 поколение",1798000
"2962","Kia Cee'd, 2 поколение [рестайлинг]",932673
"2963","BMW X6 30, F16",5301356
"2964","ВАЗ (Lada) Vesta, 1 поколение",587900
"2965","Renault Logan, 2 поколение",764980
"2966","Datsun on-DO, 1 поколение",566000
"2967","Volkswagen Multivan Long, T6",3200000
"2968","Land Rover Range Rover Sport, 2 поколение",5425000
"2969","Renault Kaptur, 1 поколение",1009990
"2970","Renault Kaptur, 1 поколение",1009990
"2971","Renault Kaptur, 1 поколение",1009990
"2972","Renault Kaptur, 1 поколение",1089990
"2973","Kia Cee'd SW, 2 поколение [рестайлинг]",1054900
"2974","Renault Kaptur, 1 поколение",1089990
"2975","Renault Kaptur, 1 поколение",1064990
"2976","Renault Kaptur, 1 поколение",1009990
"2977","Renault Kaptur, 1 поколение",1089990
"2978","Renault Kaptur, 1 поколение",1009990
"2979","Renault Kaptur, 1 поколение",1124990
"2980","Kia Cee'd, 2 поколение [рестайлинг]",1129900
"2981","Renault Duster, 1 поколение [рестайлинг]",1012990
"2982","Nissan Juke, YF15 [рестайлинг]",1124000
"2983","Renault Kaptur, 1 поколение",1009990
"2984","Renault Duster, 1 поколение [рестайлинг]",1017990
"2985","Renault Kaptur, 1 поколение",1089990
"2986","Audi Q5, 2 поколение",3491000
"2987","Datsun mi-Do, 1 поколение",591000
"2988","Renault Duster, 1 поколение [рестайлинг]",1001990
"2989","Kia Soul, 2 поколение [рестайлинг]",1096900
"2990","Kia Cee'd SW, 2 поколение [рестайлинг]",999900
"2991","Kia Cerato, 3 поколение [рестайлинг]",979900
"2992","Toyota Land Cruiser 200, J200 [2-й рестайлинг]",5561000
"2993","Renault Kaptur, 1 поколение",1089990
"2994","Kia Soul, 2 поколение [рестайлинг]",981900
"2995","Datsun on-DO, 1 поколение",526000
"2996","Kia Cerato, 3 поколение [рестайлинг]",1064900
"2997","Kia Soul, 2 поколение [рестайлинг]",1096900
"2998","Renault Kaptur, 1 поколение",1089990
"2999","Volkswagen Passat, B8",1850000
"3000","Kia Cee'd, 2 поколение [рестайлинг]",1024900
"3001","Mitsubishi L200, 5 поколение",2118990
"3002","Renault Kaptur, 1 поколение",1064990
"3003","Renault Duster, 1 поколение [рестайлинг]",1017990
"3004","Kia Rio, 4 поколение",894900
"3005","Renault Duster, 1 поколение [рестайлинг]",1001990
"3006","Hyundai Solaris, 2 поколение",975900
"3007","Kia Soul, 2 поколение [рестайлинг]",1091900
"3008","Kia Soul, 2 поколение [рестайлинг]",1091900
"3009","ВАЗ (Lada) Vesta, 1 поколение",620900
"3010","Renault Duster, 1 поколение [рестайлинг]",1001990
"3011","Volkswagen Tiguan, 2 поколение",1933000
"3012","Audi Q7, 4M",5271000
"3013","Renault Kaptur, 1 поколение",1064990
"3014","Renault Logan, 2 поколение",719990
"3015","ВАЗ (Lada) Largus, 1 поколение",601400
"3016","ВАЗ (Lada) Granta, 1 поколение",448300
"3017","Kia Rio, 4 поколение",809900
"3018","Kia Rio, 4 поколение",994900
"3019","Renault Sandero, 2 поколение",697990
"3020","Mercedes-Benz GLC-Класс 250, X253/C253",3388341
"3021","Kia Rio, 4 поколение",994900
"3022","Lexus NX 300h, 1 поколение [рестайлинг]",3367000
"3023","Kia Rio, 4 поколение",994900
"3024","Kia Cerato, 3 поколение [рестайлинг]",1099900
"3025","Renault Sandero, 2 поколение",727990
"3026","Kia Cee'd, 2 поколение [рестайлинг]",1019900
"3027","Kia Rio, 4 поколение",994900
"3028","Volkswagen Polo, 5 поколение [рестайлинг]",889200
"3029","Kia Rio, 4 поколение",994900
"3030","ВАЗ (Lada) Largus, 1 поколение",605400
"3031","Mercedes-Benz GLC-Класс 300, X253/C253",3303993
"3032","Hyundai Solaris, 2 поколение",609900
"3033","Mazda 3, BM [рестайлинг]",1295000
"3034","Kia Cee'd, 2 поколение [рестайлинг]",1129900
"3035","Renault Sandero Stepway, 2 поколение",765990
"3036","ВАЗ (Lada) Vesta, 1 поколение",599900
"3037","ВАЗ (Lada) Vesta, 1 поколение",587900
"3038","Renault Sandero Stepway, 2 поколение",765990
"3039","Mazda 6, 3 поколение [рестайлинг]",1762600
"3040","Volkswagen Jetta, 6 поколение [рестайлинг]",1116000
"3041","Hyundai Creta, 1 поколение",999900
"3042","BMW X1 18, F48",2175403
"3043","Nissan Juke, YF15 [рестайлинг]",1145000
"3044","ВАЗ (Lada) Largus, 1 поколение",605400
"3045","Renault Sandero, 2 поколение",697990
"3046","Renault Sandero, 2 поколение",727990
"3047","Hyundai Elantra, AD",1035000
"3048","Hyundai Solaris, 2 поколение",1055900
"3049","Hyundai Solaris, 2 поколение",1055900
"3050","Mercedes-Benz GLC-Класс 250, X253/C253",3293934
"3051","Hyundai Creta, 1 поколение",989900
"3052","Hyundai Creta, 1 поколение",1034900
"3053","Kia Rio, 4 поколение",994900
"3054","ВАЗ (Lada) Largus, 1 поколение",624900
"3055","Mercedes-Benz GLC-Класс 220, X253/C253",3046515
"3056","Hyundai Creta, 1 поколение",1054900
"3057","Hyundai Solaris, 2 поколение",1045900
"3058","ВАЗ (Lada) Granta, 1 поколение",526200
"3059","Kia Cerato, 3 поколение [рестайлинг]",1184900
"3060","Renault Kaptur, 1 поколение",1219990
"3061","Renault Kaptur, 1 поколение",1219990
"3062","Kia Cee'd SW, 2 поколение [рестайлинг]",1304900
"3063","Mercedes-Benz GLC-Класс 300, X253/C253",3976000
"3064","Renault Kaptur, 1 поколение",1219990
"3065","Renault Duster, 1 поколение [рестайлинг]",789990
"3066","Kia Optima, 4 поколение",1319900
"3067","Mercedes-Benz GLC-Класс AMG, X253/C253",5209283
"3068","BMW X3, G01",5032300
"3069","Mercedes-Benz E-Класс 300, W213/S213/C238/A238",4283378
"3070","Mercedes-Benz GLC-Класс 220, X253/C253",3480000
"3071","BMW X4 30, F26",4093900
"3072","Renault Duster, 1 поколение [рестайлинг]",789990
"3073","Mercedes-Benz GLC-Класс 220, X253/C253",3954000
"3074","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3590000
"3075","Volkswagen Tiguan, 2 поколение",2108600
"3076","Mercedes-Benz C-Класс 180, W205/S205/C205",2573511
"3077","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3615000
"3078","Mercedes-Benz GLC-Класс 220, X253/C253",3486000
"3079","Mercedes-Benz GLC-Класс 250, X253/C253",3898000
"3080","Renault Kaptur, 1 поколение",1219990
"3081","Mercedes-Benz GLS-Класс 400, X166",5502356
"3082","Mercedes-Benz C-Класс 180, W205/S205/C205",2456289
"3083","Hyundai Creta, 1 поколение",974900
"3084","Mercedes-Benz GLS-Класс 350, X166",5274431
"3085","Mercedes-Benz GLC-Класс, X253/C253",3606000
"3086","Renault Kaptur, 1 поколение",1074990
"3087","Mercedes-Benz GLE-Класс 350, W166/C292",4356322
"3088","Kia Cee'd SW, 2 поколение [рестайлинг]",1304900
"3089","Mercedes-Benz GLE-Класс 350, W166/C292",5096377
"3090","Mercedes-Benz GLE-Класс 350, W166/C292",5850000
"3091","Hyundai Elantra, AD",1075000
"3092","Hyundai Elantra, AD",1268939
"3093","Mercedes-Benz GLS-Класс 350, X166",5810000
"3094","Kia Cee'd SW, 2 поколение [рестайлинг]",1159900
"3095","Hyundai Elantra, AD",1210000
"3096","Mercedes-Benz GLS-Класс 350, X166",5456834
"3097","Mercedes-Benz GLE-Класс 350, W166/C292",4397434
"3098","Renault Kaptur, 1 поколение",1169990
"3099","ВАЗ (Lada) Largus, 1 поколение",540900
"3100","Audi Q3, 8U [рестайлинг]",2331000
"3101","Mercedes-Benz GLC-Класс 250, X253/C253",3779000
"3102","Mercedes-Benz GLE-Класс 350, W166/C292",5640000
"3103","Mercedes-Benz GLE-Класс 350, W166/C292",5470000
"3104","Hyundai Elantra, AD",935900
"3105","Mercedes-Benz GLE-Класс 350, W166/C292",5600000
"3106","Mercedes-Benz E-Класс 300, W213/S213/C238/A238",3756979
"3107","Mercedes-Benz GLS-Класс 400, X166",5512615
"3108","Jaguar XE, 1 поколение",2340000
"3109","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3590000
"3110","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3577000
"3111","Hyundai Elantra, AD",1263748
"3112","Mercedes-Benz GLS-Класс 350, X166",5166720
"3113","Hyundai Creta, 1 поколение",1235592
"3114","Skoda Kodiaq, 1 поколение",2489900
"3115","Jeep Grand Cherokee, WK2 [рестайлинг]",3575000
"3116","Mercedes-Benz GLE-Класс 400, W166/C292",5842172
"3117","Jaguar XF, X260",2690000
"3118","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3508000
"3119","Kia Optima, 4 поколение",1184900
"3120","Mercedes-Benz GLC-Класс AMG, X253/C253",4420000
"3121","Renault Kaptur, 1 поколение",1074990
"3122","Kia Soul, 2 поколение [рестайлинг]",1222313
"3123","Volkswagen Caravelle, T6",2800000
"3124","Nissan Juke, YF15 [рестайлинг]",1124000
"3125","ВАЗ (Lada) Largus, 1 поколение",545900
"3126","Mercedes-Benz GLC-Класс, X253/C253",3693000
"3127","Nissan Juke, YF15 [рестайлинг]",1124000
"3128","Mercedes-Benz V-Класс, W447",6176952
"3129","Mercedes-Benz GLC-Класс 250, X253/C253",3210755
"3130","Mercedes-Benz GLE-Класс AMG 63, W166/C292",6369000
"3131","Mercedes-Benz E-Класс 300, W213/S213/C238/A238",3357992
"3132","Mercedes-Benz GLE-Класс 350, W166/C292",5105671
"3133","Renault Kaptur, 1 поколение",994990
"3134","Mercedes-Benz GLE-Класс 350, W166/C292",5078051
"3135","Kia Cee'd, 2 поколение [рестайлинг]",1144322
"3136","Hyundai Creta, 1 поколение",1295621
"3137","Nissan Juke, YF15 [рестайлинг]",1124000
"3138","Renault Kaptur, 1 поколение",1074990
"3139","Land Rover Range Rover Velar, 1 поколение",4450000
"3140","Mercedes-Benz GLC-Класс 250, X253/C253",3178198
"3141","ВАЗ (Lada) Largus, 1 поколение",595400
"3142","BMW 5 серия 520, G30",2700000
"3143","Mercedes-Benz V-Класс 200, W447",6490000
"3144","Mercedes-Benz GLA-Класс, X156 [рестайлинг]",2190000
"3145","Nissan Almera, G11",701000
"3146","Toyota Land Cruiser 200, J200 [2-й рестайлинг]",6272446
"3147","BMW X4 28, F26",3753900
"3148","Mercedes-Benz GLE-Класс 350, W166/C292",5410198
"3149","Renault Kaptur, 1 поколение",1254990
"3150","Mitsubishi L200, 5 поколение",2220990
"3151","Hyundai Sonata, LF [рестайлинг]",1290000
"3152","Mercedes-Benz GLE-Класс 350, W166/C292",5107485
"3153","Mercedes-Benz GLC-Класс 300, X253/C253",3638493
"3154","Mercedes-Benz C-Класс 180, W205/S205/C205",2309915
"3155","Mercedes-Benz Vito, W447",4179892
"3156","Mercedes-Benz GLC-Класс 220, X253/C253",3043202
"3157","Toyota Camry, XV50 [рестайлинг]",1799484
"3158","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3273775
"3159","Mercedes-Benz GLE-Класс 350, W166/C292",4700000
"3160","Mercedes-Benz Vito, W447",4244289
"3161","Hyundai Elantra, AD",1155000
"3162","Mercedes-Benz GLC-Класс 250, X253/C253",3019000
"3163","Hyundai Solaris, 2 поколение",609900
"3164","Mercedes-Benz C-Класс 180, W205/S205/C205",2271811
"3165","Nissan Qashqai, 2 поколение",1289000
"3166","Mercedes-Benz Vito, W447",4581524
"3167","Land Rover Discovery, 5 поколение",4190000
"3168","Kia Cerato, 3 поколение [рестайлинг]",1019900
"3169","Hyundai Creta, 1 поколение",1214900
"3170","Hyundai Solaris, 2 поколение",669900
"3171","Skoda Kodiaq, 1 поколение",2397700
"3172","Mercedes-Benz GLC-Класс 250, X253/C253",2980741
"3173","Renault Kaptur, 1 поколение",1194990
"3174","Nissan Juke, YF15 [рестайлинг]",1124000
"3175","Hyundai Creta, 1 поколение",1214900
"3176","ВАЗ (Lada) Granta, 1 поколение",439200
"3177","Hyundai Creta, 1 поколение",1294900
"3178","Jaguar F-Pace, 1 поколение",3037975
"3179","Renault Kaptur, 1 поколение",1144990
"3180","Kia Rio, 4 поколение",839626
"3181","ВАЗ (Lada) Granta, 1 поколение",459900
"3182","Mercedes-Benz GLS-Класс 350, X166",5822112
"3183","Mercedes-Benz GLE-Класс 350, W166/C292",5439255
"3184","Mercedes-Benz GLC-Класс 300, X253/C253",3923000
"3185","Mercedes-Benz GLE-Класс 300, W166/C292",3590000
"3186","Mercedes-Benz CLA-Класс 200, C117 [рестайлинг]",2184595
"3187","Mercedes-Benz GLC-Класс 220, X253/C253",3043202
"3188","Hyundai i30, GD [рестайлинг]",879900
"3189","Toyota Camry, XV50 [рестайлинг]",1797094
"3190","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",3981000
"3191","Jaguar XF, X260",2890000
"3192","Volkswagen Multivan, T6",4300000
"3193","Nissan Juke, YF15 [рестайлинг]",1165000
"3194","Nissan Juke, YF15 [рестайлинг]",1165000
"3195","ВАЗ (Lada) Vesta, 1 поколение",610900
"3196","Toyota Land Cruiser Prado, J150 [2-й рестайлинг]",4065000
"3197","Nissan Juke, YF15 [рестайлинг]",1165000
"3198","Datsun mi-Do, 1 поколение",566000
"3199","Hyundai Tucson, 3 поколение",1492114
"3200","BMW 3 серия 320, F30/F31/F34 [рестайлинг]",2567692
"3201","Kia Sportage, 4 поколение",1699900
"3202","Kia Optima, 4 поколение",1699900
"3203","Kia Sportage, 4 поколение",1554900
"3204","Kia Optima, 4 поколение",1529900
"3205","Nissan Juke, YF15 [рестайлинг]",1165000
"3206","Kia Cerato, 3 поколение [рестайлинг]",1529900
"3207","BMW X1 20, F48",2543900
"3208","Nissan Juke, YF15 [рестайлинг]",1165000
"3209","Hyundai Elantra, AD",1100000
"3210","Kia Sportage, 4 поколение",1574900
"3211","Mercedes-Benz GLS-Класс 350, X166",5394261
"3212","Kia Optima, 4 поколение",1519900
"3213","Mercedes-Benz GLE-Класс 350, W166/C292",5107485
"3214","Kia Sportage, 4 поколение",1699900
"3215","Nissan Qashqai, 2 поколение",1596000
"3216","BMW 5 серия 520, G30",3243900
"3217","Kia Soul, 2 поколение [рестайлинг]",1431900
"3218","Hyundai Solaris, 1 поколение [рестайлинг]",679900
"3219","Kia Sportage, 4 поколение",1574900
"3220","Hyundai Tucson, 3 поколение",1665640
"3221","Hyundai Tucson, 3 поколение",1486153
"3222","Kia Sportage, 4 поколение",1634900
"3223","Mercedes-Benz GLC-Класс 300, X253/C253",3451207
"3224","Hyundai Elantra, AD",1145000
"3225","Kia Optima, 4 поколение",1529900
"3226","Kia Sportage, 4 поколение",1624900
"3227","Skoda Kodiaq, 1 поколение",2348900
"3228","Kia Sportage, 4 поколение",1624900
"3229","Datsun mi-Do, 1 поколение",557000
"3230","Kia Sportage, 4 поколение",1624900
"3231","Mercedes-Benz GLS-Класс 350, X166",5160513
"3232","Kia Optima, 4 поколение",1529900
"3233","Kia Sportage, 4 поколение",1634900
"3234","Hyundai Sonata, LF [рестайлинг]",1685760
"3235","Kia Sportage, 4 поколение",1634900
"3236","Mercedes-Benz GLC-Класс 250, X253/C253",3673438
"3237","Datsun on-DO, 1 поколение",484000
"3238","Hyundai Tucson, 3 поколение",1434000
"3239","Jaguar F-Pace, 1 поколение",3819656
"3240","Hyundai Creta, 1 поколение",944900
"3241","Hyundai Sonata, LF [рестайлинг]",1640000
"3242","Mercedes-Benz GLS-Класс 350, X166",5321513
"3243","Mercedes-Benz GLE-Класс 350, W166/C292",4053125
"3244","Mercedes-Benz GLC-Класс 250, X253/C253",4458121
"3245","Hyundai Tucson, 3 поколение",1462696
"3246","Renault Kaptur, 1 поколение",1204990
"3247","Mercedes-Benz GLC-Класс 250, X253/C253",3039736
"3248","Nissan Juke, YF15 [рестайлинг]",1165000
"3249","Hyundai Sonata, LF [рестайлинг]",1490000
"3250","Nissan Qashqai, 2 поколение",1466000
"3251","Nissan Terrano, 5 поколение",1196000
"3252","Kia Sportage, 4 поколение",1564900
"3253","Mercedes-Benz E-Класс 400, W213/S213/C238/A238",4990000
"3254","Nissan Juke, YF15 [рестайлинг]",1265000
"3255","Kia Optima, 4 поколение",1564900
"3256","ВАЗ (Lada) Vesta, 1 поколение",674900
"3257","Audi A4, B9",1775000
"3258","Hyundai Elantra, AD",1145000
"3259","Nissan X-Trail, T32",1812000
"3260","Mercedes-Benz E-Класс 200, W213/S213/C238/A238",3258000
"3261","Mercedes-Benz GLC-Класс 250, X253/C253",4041351
"3262","BMW 5 серия 540, G30",4694573
"3263","Audi Q7, 4M",4948000
"3264","Nissan X-Trail, T32",1749000
"3265","Hyundai i40, VF [рестайлинг]",1234000
"3266","Hyundai Creta, 1 поколение",1204900
"3267","Nissan Terrano, 5 поколение",1181000
"3268","Hyundai Solaris, 2 поколение",669900
"3269","Kia Sportage, 4 поколение",1564900
"3270","Hyundai Sonata, LF [рестайлинг]",1440000
"3271","ВАЗ (Lada) XRAY, 1 поколение",659900
"3272","Nissan Terrano, 5 поколение",1196000
"3273","Hyundai Creta, 1 поколение",1199900
"3274","Kia Sportage, 4 поколение",1494900
